时间 Time(s),目标纬度 t_loc_lat(deg),目标经度 t_loc_lon(deg),目标高度 t_loc_alt(m),目标北向 t_loc_G_N(m),目标天向 t_loc_G_U(m),目标东向 t_loc_G_E(m),目北速反算 t_vel_G_N(m),目天速反算 t_vel_G_U(m),目东速反算 t_vel_G_E(m),目标北速 t_vel_G_N(m),目标天速 t_vel_G_U(m),目标东速 t_vel_G_E(m),导弹纬度 m_loc_lat(deg),导弹经度 m_loc_lon(deg),导弹高度 m_loc_alt(m),导弹北向 m_loc_G_N(m),导弹天向 m_loc_G_U(m),导弹东向 m_loc_G_E(m),俯仰角 m_theta(deg),弹道倾角 m_gamma(deg),攻角 m_alpha(deg),偏航角 m_psi(deg),弹道偏角 m_psis(deg),侧滑角 m_beta(deg),升力 lift_force(N),阻力 drag_force(N),侧力 side_force(N),相对北向 rel_loc_N(m),相对天向 rel_loc_U(m),相对东向 rel_loc_E(m),北向速度 m_vel_N_N(m/s),天向速度 m_vel_N_U(m/s),东向速度 m_vel_N_E(m/s),地系速 m_vel_G_s(m/s),导系速 m_vel_N_s(m/s),弹目距 mt_dist(m),质量 m_mass(kg),推力 m_thrust(N),方向舵 delta_r(deg),升降舵 delta_e(deg),法向过载 overload_N(-),视线角V lambda_v(deg),视线角速V lambda_v_dot(deg/s),视线角H lambda_h(deg),视线角速H lambda_h_dot(deg/s),制导阶段 guidance_phase(-),命中时间 impact_time_est(s),马赫数 m_mach(-)
11.51,20.4062,120.033,32115.1,45164.3,32115.1,3493.47,49.9987,10,-150.392,50,10,-150,20.0717,120.005,19811.6,7973.72,19811.6,488.134,20.2446,11.9046,8.34003,25.8342,5.85881,19.9754,2703.07,787.636,-2702.06,37200.7,12305.6,3002.93,998.103,211.731,-102.78,1025.02,1025.48,39298.1,142.202,8120.79,-5.12019,0.530555,1.89818,16.1495,0.154099,-6.68285,-0.0398643,2,-1,3.47413
11.52,20.4062,120.033,32115.2,45164.8,32115.2,3491.97,49.9987,10,-150.392,50,10,-150,20.0718,120.005,19813.7,7983.7,19813.7,487.103,20.219,11.9156,8.30339,25.8599,5.87934,19.9806,2692.8,785.476,-2700.82,37191.2,12303.6,3002.46,998.475,212.018,-103.18,1025.48,1025.94,39288.4,142.193,8108.26,-5.13849,0.546648,1.89109,16.1495,0.15393,-6.68285,-0.040477,2,-1,3.4757
11.53,20.4062,120.033,32115.3,45165.3,32115.3,3490.46,49.9987,10,-150.392,50,10,-150,20.0719,120.005,19815.9,7993.69,19815.9,486.067,20.1932,11.9265,8.26671,25.8842,5.89985,19.9844,2682.49,783.318,-2703.05,37181.8,12301.6,3001.98,998.846,212.303,-103.579,1025.94,1026.4,39278.8,142.184,8095.73,-5.13195,0.561665,1.88385,16.1495,0.153762,-6.68285,-0.0410899,2,-1,3.47726
11.54,20.4062,120.033,32115.4,45165.8,32115.4,3488.96,49.9987,10,-150.392,50,10,-150,20.072,120.005,19818,8003.68,19818,485.027,20.1674,11.9374,8.22998,25.9071,5.92035,19.9867,2672.15,781.165,-2705.09,37172.3,12299.5,3001.51,999.216,212.588,-103.979,1026.4,1026.86,39269.1,142.175,8083.19,-5.15602,0.577023,1.8766,16.1495,0.153596,-6.68285,-0.0417034,2,-1,3.47882
11.55,20.4062,120.033,32115.5,45166.3,32115.5,3487.46,49.9987,10,-150.392,50,10,-150,20.0721,120.005,19820.1,8013.68,19820.1,483.983,20.1414,11.9482,8.19322,25.9286,5.94084,19.9877,2661.77,779.016,-2706.94,37162.8,12297.5,3001.05,999.586,212.871,-104.379,1026.86,1027.32,39259.5,142.166,8070.66,-5.16523,0.593263,1.86934,16.1495,0.153431,-6.68285,-0.0423173,2,-1,3.48038
11.56,20.4062,120.033,32115.6,45166.8,32115.6,3485.95,49.9987,10,-150.392,50,10,-150,20.0722,120.005,19822.2,8023.68,19822.2,482.935,20.1154,11.9589,8.15644,25.9487,5.96132,19.9873,2651.37,776.872,-2708.59,37153.3,12295.5,3000.59,999.956,213.154,-104.778,1027.32,1027.78,39249.8,142.157,8058.13,-5.17994,0.609127,1.86208,16.1495,0.153268,-6.68285,-0.0429317,2,-1,3.48193
11.57,20.4062,120.033,32115.7,45167.3,32115.7,3484.45,49.9987,10,-150.392,50,10,-150,20.0722,120.005,19824.4,8033.68,19824.4,481.884,20.0893,11.9696,8.11965,25.9673,5.98179,19.9855,2640.95,774.734,-2710.05,37143.8,12293.5,3000.13,1000.32,213.434,-105.178,1027.78,1028.23,39240.2,142.148,8045.59,-5.19114,0.624979,1.85481,16.1495,0.153106,-6.68285,-0.0435464,2,-1,3.48349
11.58,20.4062,120.033,32115.8,45167.8,32115.8,3482.94,49.9987,10,-150.392,50,10,-150,20.0723,120.005,19826.5,8043.69,19826.5,480.828,20.0631,11.9802,8.08285,25.9845,6.00224,19.9823,2630.5,772.602,-2711.31,37134.3,12291.4,2999.68,1000.69,213.714,-105.578,1028.23,1028.69,39230.5,142.139,8033.06,-5.20291,0.640721,1.84754,16.1495,0.152945,-6.68285,-0.0441616,2,-1,3.48504
11.59,20.4062,120.033,32115.9,45168.3,32115.9,3481.44,49.9987,10,-150.392,50,10,-150,20.0724,120.005,19828.7,8053.7,19828.7,479.768,20.0368,11.9907,8.04605,26.0003,6.02268,19.9776,2620.03,770.477,-2712.38,37124.8,12289.4,2999.23,1001.06,213.993,-105.977,1028.69,1029.15,39220.8,142.13,8020.53,-5.2135,0.656383,1.84027,16.1495,0.152785,-6.68285,-0.0447771,2,-1,3.48659
11.6,20.4062,120.033,32116,45168.8,32116,3479.94,49.9987,10,-150.392,50,10,-150,20.0725,120.005,19830.8,8063.71,19830.8,478.704,20.0104,12.0012,8.00926,26.0147,6.0431,19.9716,2609.54,768.36,-2713.25,37115.3,12287.3,2998.78,1001.43,214.27,-106.377,1029.15,1029.6,39211.1,142.121,8007.99,-5.22374,0.671959,1.833,16.1495,0.152627,-6.68285,-0.045393,2,-1,3.48814
11.61,20.4062,120.033,32116.1,45169.3,32116.1,3478.43,49.9987,10,-150.392,50,10,-150,20.0726,120.005,19832.9,8073.73,19832.9,477.637,19.9841,12.0116,7.9725,26.0276,6.0635,19.9641,2599.04,766.251,-2713.92,37105.7,12285.3,2998.34,1001.8,214.546,-106.776,1029.6,1030.06,39201.5,142.112,7995.46,-5.2333,0.687452,1.82574,16.1495,0.15247,-6.68285,-0.0460091,2,-1,3.48969
11.62,20.4062,120.033,32116.2,45169.8,32116.2,3476.93,49.9987,10,-150.392,50,10,-150,20.0727,120.005,19835.1,8083.75,19835.1,476.565,19.9576,12.0219,7.93576,26.039,6.08388,19.9552,2588.53,764.151,-2714.39,37096.2,12283.3,2997.9,1002.16,214.821,-107.175,1030.06,1030.52,39191.8,142.103,7983.83,-5.24238,0.702863,1.81848,16.1495,0.152315,-6.68285,-0.0466255,2,-1,3.49123
11.63,20.4062,120.033,32116.3,45170.3,32116.3,3475.42,49.9987,10,-150.392,50,10,-150,20.0728,120.005,19837.2,8093.78,19837.2,475.489,19.9312,12.0321,7.89907,26.049,6.10425,19.9448,2578.01,762.061,-2714.66,37086.7,12281.2,2997.47,1002.53,215.095,-107.574,1030.52,1030.97,39182.1,142.094,7972.2,-5.25093,0.718192,1.81122,16.1495,0.152161,-6.68285,-0.0472421,2,-1,3.49277
11.64,20.4062,120.033,32116.4,45170.8,32116.4,3473.92,49.9987,10,-150.392,50,10,-150,20.0729,120.005,19839.4,8103.81,19839.4,474.409,19.9047,12.0423,7.86241,26.0576,6.12459,19.933,2567.49,759.981,-2714.73,37077.2,12279.2,2997.04,1002.89,215.367,-107.973,1030.97,1031.42,39172.4,142.085,7960.57,-5.25901,0.733438,1.80398,16.1495,0.152009,-6.68285,-0.047859,2,-1,3.49431
11.65,20.4062,120.033,32116.5,45171.3,32116.5,3472.42,49.9987,10,-150.392,50,10,-150,20.073,120.005,19841.6,8113.84,19841.6,473.326,19.8782,12.0524,7.82581,26.0647,6.14491,19.9198,2556.97,757.911,-2714.6,37067.6,12277.1,2996.62,1003.26,215.638,-108.372,1031.42,1031.88,39162.7,142.076,7948.94,-5.26662,0.748599,1.79675,16.1495,0.151857,-6.68285,-0.0484761,2,-1,3.49585
11.66,20.4062,120.033,32116.6,45171.8,32116.6,3470.91,49.9987,10,-150.392,50,10,-150,20.0731,120.005,19843.7,8123.88,19843.7,472.238,19.8517,12.0624,7.78928,26.0703,6.1652,19.9051,2546.44,755.853,-2714.26,37058.1,12275,2996.2,1003.62,215.908,-108.771,1031.88,1032.33,39153,142.067,7937.3,-5.27378,0.763676,1.78953,16.1495,0.151708,-6.68285,-0.0490933,2,-1,3.49739
11.67,20.4062,120.033,32116.7,45172.3,32116.7,3469.41,49.9987,10,-150.392,50,10,-150,20.0732,120.005,19845.9,8133.92,19845.9,471.146,19.8252,12.0724,7.75281,26.0744,6.18547,19.889,2535.92,753.807,-2713.73,37048.6,12273,2995.78,1003.99,216.177,-109.169,1032.33,1032.78,39143.3,142.058,7925.67,-5.28051,0.778667,1.78232,16.1495,0.151559,-6.68285,-0.0497106,2,-1,3.49892
11.68,20.4063,120.033,32116.8,45172.8,32116.8,3467.91,49.9987,10,-150.392,50,10,-150,20.0732,120.004,19848,8143.96,19848,470.051,19.7987,12.0822,7.71643,26.0771,6.20571,19.8714,2525.41,751.774,-2712.98,37039,12270.9,2995.36,1004.35,216.445,-109.567,1032.78,1033.23,39133.6,142.049,7914.04,-5.28682,0.793569,1.77513,16.1495,0.151413,-6.68285,-0.0503281,2,-1,3.50046
11.69,20.4063,120.033,32116.9,45173.3,32116.9,3466.4,49.9987,10,-150.392,50,10,-150,20.0733,120.004,19850.2,8154.01,19850.2,468.951,19.7722,12.092,7.68013,26.0783,6.22592,19.8523,2514.9,749.753,-2712.04,37029.5,12268.9,2994.96,1004.71,216.711,-109.965,1033.23,1033.69,39123.9,142.04,7902.41,-5.29273,0.808383,1.76796,16.1495,0.151267,-6.68285,-0.0509456,2,-1,3.50199
11.7,20.4063,120.033,32117,45173.8,32117,3464.9,49.9987,10,-150.392,50,10,-150,20.0734,120.004,19852.4,8164.06,19852.4,467.847,19.7457,12.1018,7.64392,26.0779,6.2461,19.8318,2504.41,747.745,-2710.89,37020,12266.8,2994.55,1005.08,216.977,-110.362,1033.69,1034.14,39114.2,142.031,7890.78,-5.29825,0.823105,1.76081,16.1495,0.151123,-6.68285,-0.0515631,2,-1,3.50352
11.71,20.4063,120.033,32117.1,45174.3,32117.1,3463.39,49.9987,10,-150.392,50,10,-150,20.0735,120.004,19854.6,8174.11,19854.6,466.74,19.7193,12.1115,7.60782,26.0761,6.26625,19.8099,2493.93,745.752,-2709.53,37010.4,12264.7,2994.15,1005.44,217.241,-110.76,1034.14,1034.59,39104.5,142.022,7879.15,-5.30338,0.837733,1.75368,16.1495,0.150981,-6.68285,-0.0521806,2,-1,3.50505
11.72,20.4063,120.033,32117.2,45174.8,32117.2,3461.89,49.9987,10,-150.392,50,10,-150,20.0736,120.004,19856.7,8184.17,19856.7,465.628,19.6929,12.1211,7.57184,26.0729,6.28637,19.7865,2483.47,743.773,-2707.97,37000.8,12262.6,2993.75,1005.8,217.503,-111.156,1034.59,1035.04,39094.7,142.013,7867.52,-5.30813,0.852266,1.74658,16.1495,0.15084,-6.68285,-0.0527981,2,-1,3.50657
11.73,20.4063,120.033,32117.3,45175.3,32117.3,3460.39,49.9987,10,-150.392,50,10,-150,20.0737,120.004,19858.9,8194.23,19858.9,464.513,19.6666,12.1306,7.53597,26.0681,6.30645,19.7616,2473.03,741.809,-2706.2,36991.3,12260.6,2993.36,1006.16,217.765,-111.553,1035.04,1035.49,39085,142.004,7855.89,-5.31252,0.8667,1.7395,16.1495,0.1507,-6.68285,-0.0534155,2,-1,3.5081
11.74,20.4063,120.033,32117.4,45175.8,32117.4,3458.88,49.9987,10,-150.392,50,10,-150,20.0738,120.004,19861.1,8204.3,19861.1,463.393,19.6403,12.1401,7.50023,26.0618,6.3265,19.7353,2462.61,739.861,-2704.22,36981.7,12258.5,2992.97,1006.53,218.025,-111.949,1035.49,1035.94,39075.3,141.995,7844.25,-5.31654,0.881034,1.73245,16.1495,0.150562,-6.68285,-0.0540328,2,-1,3.50962
11.75,20.4063,120.033,32117.5,45176.3,32117.5,3457.38,49.9987,10,-150.392,50,10,-150,20.0739,120.004,19863.3,8214.37,19863.3,462.27,19.6141,12.1494,7.46463,26.054,6.34651,19.7074,2452.22,737.928,-2702.03,36972.2,12256.4,2992.58,1006.89,218.284,-112.344,1035.94,1036.38,39065.5,141.986,7832.62,-5.32021,0.895264,1.72543,16.1495,0.150425,-6.68285,-0.0546499,2,-1,3.51114
11.76,20.4063,120.033,32117.6,45176.8,32117.6,3455.87,49.9987,10,-150.392,50,10,-150,20.074,120.004,19865.5,8224.44,19865.5,461.142,19.5879,12.1588,7.42917,26.0446,6.36649,19.6782,2441.86,736.011,-2699.64,36962.6,12254.3,2992.2,1007.25,218.542,-112.739,1036.38,1036.83,39055.8,141.977,7820.99,-5.32353,0.909388,1.71843,16.1495,0.15029,-6.68285,-0.0552669,2,-1,3.51266
11.77,20.4063,120.033,32117.7,45177.3,32117.7,3454.37,49.9987,10,-150.392,50,10,-150,20.0741,120.004,19867.6,8234.51,19867.6,460.011,19.5619,12.168,7.39386,26.0338,6.38642,19.6474,2431.52,734.112,-2697.03,36953,12252.2,2991.82,1007.61,218.799,-113.134,1036.83,1037.28,39046.1,141.968,7809.36,-5.32649,0.923402,1.71147,16.1495,0.150157,-6.68285,-0.0558836,2,-1,3.51418
11.78,20.4063,120.033,32117.8,45177.8,32117.8,3452.87,49.9987,10,-150.392,50,10,-150,20.0741,120.004,19869.8,8244.59,19869.8,458.876,19.5359,12.1772,7.35871,26.0215,6.40631,19.6152,2421.23,732.229,-2694.22,36943.4,12250.2,2991.45,1007.97,219.054,-113.528,1037.28,1037.73,39036.3,141.959,7797.73,-5.32911,0.937305,1.70455,16.1495,0.150024,-6.68285,-0.0565001,2,-1,3.51569
11.79,20.4063,120.033,32117.9,45178.3,32117.9,3451.36,49.9987,10,-150.392,50,10,-150,20.0742,120.004,19872,8254.68,19872,457.737,19.51,12.1863,7.32373,26.0076,6.42616,19.5814,2410.97,730.364,-2691.19,36933.9,12248.1,2991.08,1008.33,219.309,-113.921,1037.73,1038.17,39026.6,141.95,7786.1,-5.33139,0.951094,1.69766,16.1495,0.149894,-6.68285,-0.0571163,2,-1,3.51721
11.8,20.4063,120.033,32118,45178.8,32118,3449.86,49.9987,10,-150.392,50,10,-150,20.0743,120.004,19874.2,8264.76,19874.2,456.593,19.4843,12.1953,7.28892,25.9922,6.44596,19.5462,2400.74,728.517,-2687.95,36924.3,12246,2990.72,1008.69,219.562,-114.314,1038.17,1038.62,39016.8,141.941,7774.47,-5.33333,0.964764,1.69081,16.1495,0.149764,-6.68285,-0.0577321,2,-1,3.51872
11.81,20.4063,120.033,32118.1,45179.3,32118.1,3448.35,49.9987,10,-150.392,50,10,-150,20.0744,120.004,19876.4,8274.85,19876.4,455.446,19.4586,12.2043,7.2543,25.9753,6.46572,19.5096,2390.57,726.688,-2684.5,36914.7,12243.9,2990.35,1009.05,219.814,-114.706,1038.62,1039.06,39007,141.932,7762.83,-5.33494,0.978314,1.68399,16.1495,0.149637,-6.68285,-0.0583476,2,-1,3.52023
11.82,20.4063,120.033,32118.2,45179.8,32118.2,3446.85,49.9987,10,-150.392,50,10,-150,20.0745,120.004,19878.6,8284.95,19878.6,454.295,19.4331,12.2132,7.21987,25.9568,6.48543,19.4714,2380.43,724.878,-2680.84,36905.1,12241.8,2990,1009.41,220.065,-115.099,1039.06,1039.51,38997.3,141.923,7777.05,-5.3362,0.99174,1.67722,16.1495,0.149511,-6.68285,-0.0589627,2,-1,3.52174
11.83,20.4063,120.033,32118.3,45180.3,32118.3,3445.35,49.9987,10,-150.392,50,10,-150,20.0746,120.004,19880.8,8295.05,19880.8,453.14,19.4077,12.222,7.18562,25.9369,6.50512,19.4317,2370.35,723.089,-2676.97,36895.5,12239.7,2989.64,1009.77,220.316,-115.491,1039.51,1039.96,38987.5,141.914,7791.27,-5.33721,1.00504,1.6705,16.1495,0.149386,-6.68285,-0.0595786,2,-1,3.52325
11.84,20.4063,120.033,32118.4,45180.8,32118.4,3443.84,49.9987,10,-150.392,50,10,-150,20.0747,120.004,19883,8305.15,19883,451.982,19.3824,12.2308,7.15156,25.9153,6.5248,19.3905,2360.32,721.321,-2672.9,36885.9,12237.6,2989.29,1010.13,220.566,-115.884,1039.96,1040.41,38977.7,141.905,7805.49,-5.33797,1.01821,1.66382,16.1495,0.149262,-6.68285,-0.0601952,2,-1,3.52477
11.85,20.4063,120.033,32118.5,45181.3,32118.5,3442.34,49.9987,10,-150.392,50,10,-150,20.0748,120.004,19885.2,8315.25,19885.2,450.819,19.3573,12.2396,7.1177,25.8923,6.54446,19.3478,2350.35,719.574,-2668.61,36876.3,12235.5,2988.95,1010.5,220.815,-116.277,1040.41,1040.86,38968,141.896,7819.71,-5.33845,1.03121,1.6572,16.1495,0.14914,-6.68285,-0.0608125,2,-1,3.52629
11.86,20.4063,120.033,32118.6,45181.8,32118.6,3440.83,49.9987,10,-150.392,50,10,-150,20.0749,120.004,19887.4,8325.36,19887.4,449.652,19.3323,12.2482,7.08404,25.8677,6.56409,19.3036,2340.44,717.849,-2664.12,36866.7,12233.4,2988.6,1010.86,221.064,-116.669,1040.86,1041.31,38958.2,141.887,7833.92,-5.33866,1.04408,1.65062,16.1495,0.149019,-6.68285,-0.0614305,2,-1,3.52782
11.87,20.4063,120.033,32118.7,45182.3,32118.7,3439.33,49.9987,10,-150.392,50,10,-150,20.075,120.004,19889.7,8335.47,19889.7,448.481,19.3075,12.2569,7.0506,25.8415,6.5837,19.2578,2330.59,716.145,-2659.41,36857.1,12231.3,2988.27,1011.23,221.312,-117.062,1041.31,1041.76,38948.4,141.878,7848.14,-5.33859,1.05679,1.64409,16.1495,0.148899,-6.68285,-0.0620492,2,-1,3.52935
11.88,20.4063,120.033,32118.8,45182.8,32118.8,3437.83,49.9987,10,-150.392,50,10,-150,20.0751,120.004,19891.9,8345.59,19891.9,447.307,19.2828,12.2654,7.01738,25.8138,6.60329,19.2105,2320.8,714.464,-2654.49,36847.5,12229.1,2987.93,1011.6,221.56,-117.454,1041.76,1042.21,38938.6,141.869,7862.36,-5.33824,1.06936,1.63762,16.1495,0.148781,-6.68285,-0.0626684,2,-1,3.53088
11.89,20.4063,120.033,32118.9,45183.3,32118.9,3436.32,49.9987,10,-150.392,50,10,-150,20.0751,120.004,19894.1,8355.71,19894.1,446.128,19.2583,12.274,6.98438,25.7846,6.62285,19.1617,2311.07,712.805,-2649.36,36837.9,12227,2987.6,1011.96,221.807,-117.847,1042.21,1042.67,38928.8,141.86,7876.58,-5.33761,1.08178,1.6312,16.1495,0.148664,-6.68285,-0.0632882,2,-1,3.53242
11.9,20.4064,120.033,32119,45183.8,32119,3434.82,49.9987,10,-150.392,50,10,-150,20.0752,120.004,19896.3,8365.83,19896.3,444.946,19.234,12.2824,6.95162,25.7538,6.64239,19.1114,2301.41,711.168,-2644.02,36828.3,12224.9,2987.27,1012.33,222.054,-118.239,1042.67,1043.12,38919,141.851,7890.79,-5.33668,1.09404,1.62484,16.1495,0.148549,-6.68285,-0.0639086,2,-1,3.53396
11.91,20.4064,120.033,32119.1,45184.3,32119.1,3433.31,49.9987,10,-150.392,50,10,-150,20.0753,120.004,19898.5,8375.96,19898.5,443.76,19.2099,12.2908,6.91911,25.7214,6.66189,19.0595,2291.83,709.555,-2638.47,36818.6,12222.8,2986.95,1012.71,222.3,-118.632,1043.12,1043.58,38909.3,141.842,7905.01,-5.33546,1.10615,1.61853,16.1495,0.148435,-6.68285,-0.0645294,2,-1,3.53551
11.92,20.4064,120.033,32119.2,45184.8,32119.2,3431.81,49.9987,10,-150.392,50,10,-150,20.0754,120.004,19900.8,8386.09,19900.8,442.57,19.186,12.2992,6.88684,25.6875,6.68136,19.0061,2282.31,707.964,-2632.7,36809,12220.7,2986.63,1013.08,222.545,-119.024,1043.58,1044.04,38899.5,141.833,7919.23,-5.33395,1.1181,1.61228,16.1495,0.148322,-6.68285,-0.0651507,2,-1,3.53706
11.93,20.4064,120.033,32119.3,45185.3,32119.3,3430.31,49.9987,10,-150.392,50,10,-150,20.0755,120.004,19903,8396.22,19903,441.375,19.1623,12.3075,6.85482,25.652,6.7008,18.9512,2272.88,706.397,-2626.71,36799.4,12218.5,2986.32,1013.45,222.79,-119.416,1044.04,1044.5,38889.6,141.824,7933.45,-5.33215,1.12988,1.6061,16.1495,0.14821,-6.68285,-0.0657724,2,-1,3.53862
11.94,20.4064,120.033,32119.4,45185.8,32119.4,3428.8,49.9987,10,-150.392,50,10,-150,20.0756,120.004,19905.2,8406.36,19905.2,440.177,19.1388,12.3157,6.82307,25.615,6.72021,18.8947,2263.51,704.854,-2620.52,36789.7,12216.4,2986.01,1013.83,223.035,-119.808,1044.5,1044.96,38879.8,141.815,7947.67,-5.33004,1.14151,1.59997,16.1495,0.1481,-6.68285,-0.0663945,2,-1,3.54017
11.95,20.4064,120.033,32119.5,45186.3,32119.5,3427.3,49.9987,10,-150.392,50,10,-150,20.0757,120.004,19907.5,8416.5,19907.5,438.975,19.1155,12.3239,6.79158,25.5763,6.73958,18.8368,2254.23,703.334,-2614.11,36780.1,12214.3,2985.7,1014.21,223.278,-120.199,1044.96,1045.43,38870,141.806,7961.88,-5.32763,1.15297,1.59391,16.1495,0.147991,-6.68285,-0.0670169,2,-1,3.54174
11.96,20.4064,120.033,32119.6,45186.8,32119.6,3425.8,49.9987,10,-150.392,50,10,-150,20.0758,120.004,19909.7,8426.65,19909.7,437.769,19.0924,12.332,6.76037,25.5362,6.75891,18.7772,2245.03,701.839,-2607.48,36770.5,12212.1,2985.4,1014.58,223.522,-120.59,1045.43,1045.89,38860.2,141.797,7976.1,-5.32491,1.16426,1.58792,16.1495,0.147884,-6.68285,-0.0676396,2,-1,3.54331
11.97,20.4064,120.033,32119.7,45187.3,32119.7,3424.29,49.9987,10,-150.392,50,10,-150,20.0759,120.004,19911.9,8436.8,19911.9,436.56,19.0696,12.3401,6.72944,25.4944,6.7782,18.7162,2235.91,700.368,-2600.64,36760.8,12210,2985.1,1014.96,223.764,-120.981,1045.89,1046.35,38850.4,141.788,7990.32,-5.32189,1.17539,1.58199,16.1495,0.147778,-6.68285,-0.0682625,2,-1,3.54488
11.98,20.4064,120.033,32119.8,45187.8,32119.8,3422.79,49.9987,10,-150.392,50,10,-150,20.076,120.004,19914.2,8446.95,19914.2,435.346,19.0469,12.3481,6.6988,25.4511,6.79745,18.6536,2226.88,698.921,-2593.58,36751.2,12207.9,2984.8,1015.34,224.006,-121.372,1046.35,1046.82,38840.6,141.779,8004.54,-5.31855,1.18634,1.57613,16.1495,0.147673,-6.68285,-0.0688857,2,-1,3.54645
11.99,20.4064,120.033,32119.9,45188.3,32119.9,3421.28,49.9987,10,-150.392,50,10,-150,20.0761,120.004,19916.4,8457.11,19916.4,434.128,19.0246,12.3561,6.66845,25.4062,6.81666,18.5895,2217.94,697.498,-2586.3,36741.5,12205.7,2984.51,1015.73,224.248,-121.762,1046.82,1047.29,38830.7,141.77,8018.75,-5.3149,1.19711,1.57033,16.1495,0.14757,-6.68285,-0.069509,2,-1,3.54803
12,20.4064,120.033,32120,45188.8,32120,3419.78,49.9987,10,-150.392,50,10,-150,20.0761,120.004,19918.7,8467.27,19918.7,432.907,19.0025,12.3641,6.6384,25.3597,6.83582,18.5239,2209.09,696.101,-2578.81,36731.9,12203.6,2984.22,1016.11,224.489,-122.152,1047.29,1047.76,38820.9,141.761,8032.97,-5.31093,1.20771,1.56461,16.1495,0.147468,-6.68285,-0.0701325,2,-1,3.54962
12.01,20.4064,120.033,32120.1,45189.3,32120.1,3418.28,49.9987,10,-150.392,50,10,-150,20.0762,120.004,19920.9,8477.44,19920.9,431.681,18.9806,12.3719,6.60866,25.3116,6.85494,18.4567,2200.33,694.728,-2571.1,36722.2,12201.4,2983.94,1016.49,224.729,-122.541,1047.76,1048.23,38811.1,141.752,8047.19,-5.30664,1.21813,1.55896,16.1495,0.147367,-6.68285,-0.0707561,2,-1,3.55121
12.02,20.4064,120.033,32120.2,45189.8,32120.2,3416.77,49.9987,10,-150.392,50,10,-150,20.0763,120.004,19923.1,8487.61,19923.1,430.452,18.959,12.3797,6.57923,25.262,6.874,18.388,2191.67,693.38,-2563.17,36712.5,12199.3,2983.66,1016.88,224.969,-122.93,1048.23,1048.7,38801.2,141.743,8040.75,-5.30202,1.22837,1.55338,16.1495,0.147268,-6.68285,-0.0713797,2,-1,3.5528
12.03,20.4064,120.033,32120.3,45190.3,32120.3,3415.27,49.9987,10,-150.392,50,10,-150,20.0764,120.004,19925.4,8497.78,19925.4,429.219,18.9376,12.3875,6.55012,25.2107,6.893,18.3177,2183.09,692.056,-2555.02,36702.9,12197.2,2983.39,1017.26,225.207,-123.317,1048.7,1049.17,38791.4,141.734,8034.32,-5.29702,1.23842,1.54788,16.1495,0.14717,-6.68285,-0.0720024,2,-1,3.55439
12.04,20.4064,120.033,32120.4,45190.8,32120.4,3413.76,49.9987,10,-150.392,50,10,-150,20.0765,120.004,19927.7,8507.95,19927.7,427.982,18.9166,12.3952,6.52135,25.1579,6.91191,18.246,2174.62,690.756,-2546.64,36693.2,12195,2983.11,1017.65,225.445,-123.703,1049.17,1049.64,38781.5,141.725,8027.88,-5.29162,1.24828,1.54244,16.1495,0.147073,-6.68285,-0.0726241,2,-1,3.55599
12.05,20.4064,120.033,32120.5,45191.3,32120.5,3412.26,49.9987,10,-150.392,50,10,-150,20.0766,120.004,19929.9,8518.14,19929.9,426.741,18.8958,12.4029,6.49291,25.1035,6.93075,18.1727,2166.24,689.48,-2538.05,36683.5,12192.8,2982.85,1018.03,225.682,-124.088,1049.64,1050.11,38771.7,141.716,8021.44,-5.28584,1.25798,1.53709,16.1495,0.146978,-6.68285,-0.0732447,2,-1,3.55758
12.06,20.4064,120.033,32120.6,45191.8,32120.6,3410.76,49.9987,10,-150.392,50,10,-150,20.0767,120.004,19932.2,8528.32,19932.2,425.496,18.8753,12.4104,6.46482,25.0475,6.94951,18.098,2157.96,688.228,-2529.23,36673.8,12190.7,2982.58,1018.42,225.917,-124.472,1050.11,1050.58,38761.8,141.707,8015.01,-5.27968,1.26749,1.5318,16.1495,0.146884,-6.68285,-0.0738643,2,-1,3.55917
12.07,20.4064,120.033,32120.7,45192.3,32120.7,3409.25,49.9987,10,-150.392,50,10,-150,20.0768,120.004,19934.4,8538.51,19934.4,424.248,18.855,12.418,6.43708,24.9899,6.96819,18.0217,2149.78,687.001,-2520.18,36664.1,12188.5,2982.32,1018.8,226.152,-124.855,1050.58,1051.04,38752,141.698,8008.57,-5.27314,1.27681,1.5266,16.1495,0.146792,-6.68285,-0.0744828,2,-1,3.56076
12.08,20.4064,120.033,32120.8,45192.8,32120.8,3407.75,49.9987,10,-150.392,50,10,-150,20.0769,120.004,19936.7,8548.7,19936.7,422.995,18.8351,12.4254,6.4097,24.9307,6.98679,17.9439,2141.71,685.798,-2510.92,36654.5,12186.4,2982.07,1019.19,226.385,-125.236,1051.04,1051.51,38742.1,141.689,8002.13,-5.26621,1.28594,1.52147,16.1495,0.146701,-6.68285,-0.0751001,2,-1,3.56235
