时间 Time(s),目标纬度 t_loc_lat(deg),目标经度 t_loc_lon(deg),目标高度 t_loc_alt(m),目标北向 t_loc_G_N(m),目标天向 t_loc_G_U(m),目标东向 t_loc_G_E(m),目北速反算 t_vel_G_N(m),目天速反算 t_vel_G_U(m),目东速反算 t_vel_G_E(m),目标北速 t_vel_G_N(m),目标天速 t_vel_G_U(m),目标东速 t_vel_G_E(m),导弹纬度 m_loc_lat(deg),导弹经度 m_loc_lon(deg),导弹高度 m_loc_alt(m),导弹北向 m_loc_G_N(m),导弹天向 m_loc_G_U(m),导弹东向 m_loc_G_E(m),俯仰角 m_theta(deg),弹道倾角 m_gamma(deg),攻角 m_alpha(deg),偏航角 m_psi(deg),弹道偏角 m_psis(deg),侧滑角 m_beta(deg),升力 lift_force(N),阻力 drag_force(N),侧力 side_force(N),相对北向 rel_loc_N(m),相对天向 rel_loc_U(m),相对东向 rel_loc_E(m),北向速度 m_vel_N_N(m/s),天向速度 m_vel_N_U(m/s),东向速度 m_vel_N_E(m/s),地系速 m_vel_G_s(m/s),导系速 m_vel_N_s(m/s),弹目距 mt_dist(m),质量 m_mass(kg),推力 m_thrust(N),方向舵 delta_r(deg),升降舵 delta_e(deg),法向过载 overload_N(-),视线角V lambda_v(deg),视线角速V lambda_v_dot(deg/s),视线角H lambda_h(deg),视线角速H lambda_h_dot(deg/s),制导阶段 guidance_phase(-),命中时间 impact_time_est(s),马赫数 m_mach(-)
25.86,20.4126,120.013,32258.6,45881.8,32258.6,1335.3,49.9987,10,-150.398,50,10,-150,20.2107,119.993,24104.5,23424.5,24104.5,-743.66,25.5155,17.5054,8.01008,15.0524,5.15909,9.8933,1499.06,441.977,-782.877,22468,8157.43,2076.25,1037.47,328.571,-93.7216,1092.35,1092.29,23993,139.052,0,-2.59477,0.997618,1.11895,16.1495,0.0871573,-6.68285,-0.0781209,2,49.9213,3.70234
25.87,20.4126,120.013,32258.7,45882.3,32258.7,1333.8,49.9987,10,-150.398,50,10,-150,20.2108,119.993,24107.7,23434.9,24107.7,-744.597,25.5187,17.5063,8.01242,14.9613,5.16189,9.79945,1498.55,441.791,-775.067,22458.1,8154.24,2075.68,1037.4,328.569,-93.7661,1092.29,1092.23,23982.6,139.052,0,-2.58389,0.997937,1.11884,16.1495,0.0871787,-6.68285,-0.0782752,2,49.9211,3.70214
25.88,20.4126,120.013,32258.8,45882.8,32258.8,1332.3,49.9987,10,-150.398,50,10,-150,20.2108,119.993,24111,23445.2,24111,-745.536,25.522,17.5072,8.01482,14.8699,5.16466,9.70521,1498.05,441.608,-767.236,22448.2,8151.06,2075.12,1037.34,328.567,-93.8102,1092.23,1092.17,23972.3,139.052,0,-2.57295,0.998247,1.11874,16.1495,0.0872004,-6.68285,-0.0784285,2,49.9209,3.70193
25.89,20.4126,120.013,32258.9,45883.3,32258.9,1330.79,49.9987,10,-150.398,50,10,-150,20.2109,119.993,24114.3,23455.6,24114.3,-746.474,25.5253,17.5081,8.01727,14.778,5.16741,9.61057,1497.57,441.427,-759.382,22438.4,8147.87,2074.55,1037.27,328.565,-93.8537,1092.17,1092.11,23961.9,139.052,0,-2.56195,0.998548,1.11865,16.1495,0.0872225,-6.68285,-0.0785809,2,49.9207,3.70173
25.9,20.4126,120.013,32259,45883.8,32259,1329.29,49.9987,10,-150.398,50,10,-150,20.211,119.993,24117.6,23466,24117.6,-747.413,25.5287,17.5089,8.01978,14.6857,5.17012,9.51553,1497.09,441.248,-751.508,22428.5,8144.69,2073.99,1037.2,328.563,-93.8967,1092.11,1092.04,23951.5,139.052,0,-2.55089,0.99884,1.11856,16.1495,0.0872449,-6.68285,-0.0787324,2,49.9205,3.70152
25.91,20.4127,120.013,32259.1,45884.3,32259.1,1327.78,49.9987,10,-150.398,50,10,-150,20.2111,119.993,24120.9,23476.4,24120.9,-748.352,25.5322,17.5098,8.02235,14.5929,5.17281,9.4201,1496.62,441.072,-743.611,22418.6,8141.5,2073.42,1037.14,328.561,-93.9392,1092.04,1091.98,23941.1,139.052,0,-2.53977,0.999124,1.11848,16.1495,0.0872675,-6.68285,-0.078883,2,49.9203,3.70132
25.92,20.4127,120.013,32259.2,45884.8,32259.2,1326.28,49.9987,10,-150.398,50,10,-150,20.2112,119.993,24124.2,23486.7,24124.2,-749.292,25.5357,17.5107,8.02497,14.4997,5.17547,9.32427,1496.17,440.898,-735.694,22408.8,8138.32,2072.86,1037.07,328.558,-93.9812,1091.98,1091.92,23930.8,139.052,0,-2.52859,0.999399,1.1184,16.1495,0.0872905,-6.68285,-0.0790326,2,49.92,3.70111
25.93,20.4127,120.013,32259.3,45885.3,32259.3,1324.78,49.9987,10,-150.398,50,10,-150,20.2113,119.993,24127.5,23497.1,24127.5,-750.233,25.5392,17.5116,8.02765,14.4062,5.1781,9.22805,1495.72,440.727,-727.756,22398.9,8135.13,2072.3,1037,328.556,-94.0227,1091.92,1091.86,23920.4,139.052,0,-2.51734,0.999666,1.11833,16.1495,0.0873138,-6.68285,-0.0791812,2,49.9198,3.70091
25.94,20.4127,120.013,32259.4,45885.8,32259.4,1323.27,49.9987,10,-150.398,50,10,-150,20.2114,119.993,24130.7,23507.5,24130.7,-751.173,25.5428,17.5124,8.03039,14.3121,5.18071,9.13144,1495.29,440.557,-719.796,22389,8131.94,2071.73,1036.94,328.553,-94.0636,1091.86,1091.8,23910,139.052,0,-2.50604,0.999925,1.11827,16.1495,0.0873374,-6.68285,-0.0793289,2,49.9196,3.7007
25.95,20.4127,120.013,32259.5,45886.3,32259.5,1321.77,49.9987,10,-150.398,50,10,-150,20.2115,119.993,24134,23517.8,24134,-752.114,25.5465,17.5133,8.03319,14.2177,5.18328,9.03444,1494.86,440.39,-711.815,22379.1,8128.76,2071.17,1036.87,328.551,-94.1041,1091.8,1091.74,23899.6,139.052,0,-2.49467,1.00018,1.11821,16.1495,0.0873613,-6.68285,-0.0794756,2,49.9193,3.7005
25.96,20.4127,120.013,32259.6,45886.8,32259.6,1320.26,49.9987,10,-150.398,50,10,-150,20.2116,119.993,24137.3,23528.2,24137.3,-753.056,25.5502,17.5142,8.03604,14.1229,5.18583,8.93704,1494.45,440.226,-703.814,22369.3,8125.57,2070.61,1036.8,328.548,-94.144,1091.74,1091.68,23889.3,139.052,0,-2.48324,1.00042,1.11816,16.1495,0.0873854,-6.68285,-0.0796213,2,49.9191,3.70029
25.97,20.4127,120.013,32259.7,45887.3,32259.7,1318.76,49.9987,10,-150.398,50,10,-150,20.2117,119.993,24140.6,23538.6,24140.6,-753.997,25.554,17.515,8.03895,14.0276,5.18835,8.83926,1494.05,440.063,-695.792,22359.4,8122.39,2070.05,1036.74,328.545,-94.1834,1091.68,1091.62,23878.9,139.052,0,-2.47176,1.00065,1.11812,16.1495,0.0874099,-6.68285,-0.0797661,2,49.9188,3.70009
25.98,20.4127,120.013,32259.8,45887.8,32259.8,1317.26,49.9987,10,-150.398,50,10,-150,20.2118,119.993,24143.9,23548.9,24143.9,-754.94,25.5578,17.5159,8.04191,13.9319,5.19084,8.74109,1493.65,439.903,-687.75,22349.5,8119.2,2069.49,1036.67,328.543,-94.2223,1091.62,1091.56,23868.5,139.052,0,-2.46021,1.00088,1.11808,16.1495,0.0874347,-6.68285,-0.0799099,2,49.9185,3.69988
25.99,20.4127,120.013,32259.9,45888.3,32259.9,1315.75,49.9987,10,-150.398,50,10,-150,20.2119,119.993,24147.2,23559.3,24147.2,-755.882,25.5616,17.5167,8.04493,13.8358,5.1933,8.64253,1493.27,439.746,-679.686,22339.7,8116.02,2068.92,1036.61,328.54,-94.2606,1091.56,1091.5,23858.2,139.052,0,-2.4486,1.0011,1.11805,16.1495,0.0874598,-6.68285,-0.0800527,2,49.9183,3.69968
26,20.4127,120.013,32260,45888.8,32260,1314.25,49.9987,10,-150.398,50,10,-150,20.212,119.993,24150.5,23569.7,24150.5,-756.825,25.5656,17.5176,8.04801,13.7393,5.19573,8.54358,1492.9,439.59,-671.603,22329.8,8112.83,2068.36,1036.54,328.537,-94.2984,1091.5,1091.44,23847.8,139.052,0,-2.43693,1.00131,1.11802,16.1495,0.0874851,-6.68285,-0.0801946,2,49.918,3.69947
26.01,20.4127,120.013,32260.1,45889.3,32260.1,1312.74,49.9987,10,-150.398,50,10,-150,20.2121,119.993,24153.7,23580,24153.7,-757.769,25.5695,17.5184,8.05114,13.6424,5.19813,8.44425,1492.54,439.437,-663.499,22319.9,8109.65,2067.8,1036.47,328.534,-94.3357,1091.44,1091.38,23837.4,139.052,0,-2.42521,1.00151,1.118,16.1495,0.0875108,-6.68285,-0.0803354,2,49.9177,3.69927
26.02,20.4127,120.013,32260.2,45889.8,32260.2,1311.24,49.9987,10,-150.398,50,10,-150,20.2122,119.993,24157,23590.4,24157,-758.712,25.5736,17.5192,8.05433,13.545,5.20051,8.34453,1492.19,439.286,-655.375,22310.1,8106.46,2067.24,1036.41,328.531,-94.3725,1091.38,1091.32,23827,139.052,0,-2.41342,1.00171,1.11798,16.1495,0.0875367,-6.68285,-0.0804753,2,49.9174,3.69906
26.03,20.4127,120.013,32260.3,45890.3,32260.3,1309.74,49.9987,10,-150.398,50,10,-150,20.2122,119.993,24160.3,23600.8,24160.3,-759.656,25.5776,17.5201,8.05758,13.4473,5.20285,8.24442,1491.85,439.137,-647.231,22300.2,8103.28,2066.68,1036.34,328.527,-94.4088,1091.32,1091.26,23816.7,139.052,0,-2.40157,1.0019,1.11797,16.1495,0.0875629,-6.68285,-0.0806141,2,49.9172,3.69886
26.04,20.4127,120.013,32260.4,45890.8,32260.4,1308.23,49.9987,10,-150.398,50,10,-150,20.2123,119.993,24163.6,23611.1,24163.6,-760.601,25.5818,17.5209,8.06088,13.3491,5.20517,8.14394,1491.51,438.991,-639.068,22290.4,8100.09,2066.13,1036.28,328.524,-94.4445,1091.26,1091.2,23806.3,139.052,0,-2.38966,1.00208,1.11797,16.1495,0.0875894,-6.68285,-0.0807519,2,49.9169,3.69865
26.05,20.4127,120.013,32260.5,45891.3,32260.5,1306.73,49.9987,10,-150.398,50,10,-150,20.2124,119.993,24166.9,23621.5,24166.9,-761.546,25.5859,17.5217,8.06423,13.2505,5.20746,8.04306,1491.19,438.847,-630.884,22280.5,8096.91,2065.57,1036.21,328.521,-94.4797,1091.2,1091.14,23795.9,139.052,0,-2.3777,1.00226,1.11797,16.1495,0.0876162,-6.68285,-0.0808888,2,49.9166,3.69845
26.06,20.4127,120.012,32260.6,45891.8,32260.6,1305.22,49.9987,10,-150.398,50,10,-150,20.2125,119.993,24170.2,23631.9,24170.2,-762.491,25.5902,17.5225,8.06764,13.1515,5.20972,7.94181,1490.88,438.705,-622.681,22270.6,8093.72,2065.01,1036.14,328.517,-94.5143,1091.14,1091.08,23785.6,139.052,0,-2.36567,1.00243,1.11798,16.1495,0.0876432,-6.68285,-0.0810246,2,49.9163,3.69824
26.07,20.4127,120.012,32260.7,45892.3,32260.7,1303.72,49.9987,10,-150.398,50,10,-150,20.2126,119.993,24173.4,23642.2,24173.4,-763.436,25.5945,17.5233,8.07111,13.0521,5.21195,7.84017,1490.58,438.565,-614.458,22260.8,8090.54,2064.45,1036.08,328.514,-94.5484,1091.08,1091.02,23775.2,139.052,0,-2.35358,1.00259,1.11799,16.1495,0.0876705,-6.68285,-0.0811594,2,49.916,3.69804
26.08,20.4127,120.012,32260.8,45892.8,32260.8,1302.22,49.9987,10,-150.398,50,10,-150,20.2127,119.993,24176.7,23652.6,24176.7,-764.382,25.5988,17.5242,8.07463,12.9523,5.21415,7.73816,1490.29,438.428,-606.215,22250.9,8087.35,2063.89,1036.01,328.51,-94.582,1091.02,1090.96,23764.8,139.052,0,-2.34144,1.00274,1.11801,16.1495,0.0876981,-6.68285,-0.0812932,2,49.9156,3.69783
26.09,20.4127,120.012,32260.9,45893.3,32260.9,1300.71,49.9987,10,-150.398,50,10,-150,20.2128,119.993,24180,23662.9,24180,-765.328,25.6032,17.525,8.07821,12.8521,5.21632,7.63576,1490.01,438.293,-597.953,22241,8084.17,2063.34,1035.95,328.507,-94.6151,1090.96,1090.9,23754.5,139.052,0,-2.32924,1.00289,1.11803,16.1495,0.087726,-6.68285,-0.0814259,2,49.9153,3.69763
26.1,20.4127,120.012,32261,45893.8,32261,1299.21,49.9987,10,-150.398,50,10,-150,20.2129,119.993,24183.3,23673.3,24183.3,-766.275,25.6076,17.5258,8.08184,12.7514,5.21846,7.53299,1489.74,438.16,-589.672,22231.2,8080.98,2062.78,1035.88,328.503,-94.6476,1090.9,1090.84,23744.1,139.052,0,-2.31697,1.00303,1.11806,16.1495,0.0877542,-6.68285,-0.0815576,2,49.915,3.69742
26.11,20.4127,120.012,32261.1,45894.3,32261.1,1297.7,49.9987,10,-150.398,50,10,-150,20.213,119.993,24186.6,23683.6,24186.6,-767.222,25.6121,17.5266,8.08553,12.6504,5.22057,7.42983,1489.48,438.029,-581.372,22221.3,8077.79,2062.22,1035.82,328.499,-94.6795,1090.84,1090.78,23733.8,139.052,0,-2.30465,1.00317,1.11809,16.1495,0.0877826,-6.68285,-0.0816883,2,49.9147,3.69722
26.12,20.4127,120.012,32261.2,45894.8,32261.2,1296.2,49.9987,10,-150.398,50,10,-150,20.2131,119.993,24189.9,23694,24189.9,-768.169,25.6166,17.5274,8.08927,12.549,5.22265,7.3263,1489.23,437.9,-573.053,22211.5,8074.61,2061.67,1035.75,328.496,-94.711,1090.78,1090.71,23723.4,139.052,0,-2.29227,1.0033,1.11813,16.1495,0.0878112,-6.68285,-0.0818179,2,49.9143,3.69701
26.13,20.4127,120.012,32261.3,45895.3,32261.3,1294.7,49.9987,10,-150.398,50,10,-150,20.2132,119.993,24193.2,23704.4,24193.2,-769.116,25.6212,17.5282,8.09306,12.4471,5.2247,7.2224,1488.98,437.774,-564.715,22201.6,8071.42,2061.11,1035.68,328.492,-94.7418,1090.71,1090.65,23713,139.052,0,-2.27984,1.00342,1.11817,16.1495,0.0878402,-6.68285,-0.0819465,2,49.914,3.69681
26.14,20.4128,120.012,32261.4,45895.8,32261.4,1293.19,49.9987,10,-150.398,50,10,-150,20.2133,119.993,24196.4,23714.7,24196.4,-770.064,25.6259,17.529,8.09691,12.3448,5.22673,7.11811,1488.75,437.65,-556.358,22191.8,8068.24,2060.55,1035.62,328.488,-94.7722,1090.65,1090.59,23702.7,139.052,0,-2.26734,1.00354,1.11822,16.1495,0.0878694,-6.68285,-0.082074,2,49.9136,3.6966
26.15,20.4128,120.012,32261.5,45896.3,32261.5,1291.69,49.9987,10,-150.398,50,10,-150,20.2134,119.993,24199.7,23725.1,24199.7,-771.012,25.6306,17.5297,8.10082,12.2422,5.22872,7.01346,1488.53,437.528,-547.982,22181.9,8065.06,2060,1035.55,328.484,-94.802,1090.59,1090.53,23692.3,139.052,0,-2.25479,1.00365,1.11828,16.1495,0.0878988,-6.68285,-0.0822005,2,49.9133,3.6964
26.16,20.4128,120.012,32261.6,45896.8,32261.6,1290.18,49.9987,10,-150.398,50,10,-150,20.2135,119.993,24203,23735.4,24203,-771.96,25.6353,17.5305,8.10477,12.1391,5.23068,6.90843,1488.32,437.408,-539.588,22172,8061.87,2059.44,1035.49,328.48,-94.8312,1090.53,1090.47,23681.9,139.052,0,-2.24217,1.00376,1.11834,16.1495,0.0879285,-6.68285,-0.0823259,2,49.9129,3.69619
26.17,20.4128,120.012,32261.7,45897.3,32261.7,1288.68,49.9987,10,-150.398,50,10,-150,20.2136,119.993,24206.3,23745.8,24206.3,-772.909,25.6401,17.5313,8.10878,12.0356,5.23261,6.80302,1488.11,437.29,-531.176,22162.2,8058.69,2058.89,1035.42,328.476,-94.86,1090.47,1090.41,23671.6,139.052,0,-2.22951,1.00386,1.1184,16.1495,0.0879585,-6.68285,-0.0824503,2,49.9126,3.69599
26.18,20.4128,120.012,32261.8,45897.8,32261.8,1287.18,49.9987,10,-150.398,50,10,-150,20.2136,119.993,24209.6,23756.1,24209.6,-773.858,25.6449,17.5321,8.11285,11.9318,5.23452,6.69725,1487.92,437.175,-522.745,22152.3,8055.5,2058.33,1035.36,328.472,-94.8881,1090.41,1090.35,23661.2,139.052,0,-2.21678,1.00395,1.11847,16.1495,0.0879887,-6.68285,-0.0825736,2,49.9122,3.69578
26.19,20.4128,120.012,32261.9,45898.3,32261.9,1285.67,49.9987,10,-150.398,50,10,-150,20.2137,119.993,24212.9,23766.5,24212.9,-774.807,25.6498,17.5329,8.11696,11.8275,5.23639,6.5911,1487.74,437.061,-514.295,22142.5,8052.32,2057.78,1035.29,328.467,-94.9157,1090.35,1090.29,23650.9,139.052,0,-2.204,1.00404,1.11854,16.1495,0.0880192,-6.68285,-0.0826958,2,49.9118,3.69558
26.2,20.4128,120.012,32262,45898.8,32262,1284.17,49.9987,10,-150.398,50,10,-150,20.2138,119.993,24216.2,23776.8,24216.2,-775.756,25.6548,17.5336,8.12113,11.7228,5.23823,6.48459,1487.56,436.95,-505.828,22132.6,8049.13,2057.22,1035.23,328.463,-94.9428,1090.29,1090.23,23640.5,139.052,0,-2.19116,1.00413,1.11862,16.1495,0.0880499,-6.68285,-0.0828169,2,49.9114,3.69537
26.21,20.4128,120.012,32262.1,45899.3,32262.1,1282.66,49.9987,10,-150.398,50,10,-150,20.2139,119.993,24219.4,23787.2,24219.4,-776.706,25.6598,17.5344,8.12536,11.6177,5.24004,6.3777,1487.4,436.841,-497.343,22122.8,8045.95,2056.67,1035.16,328.459,-94.9693,1090.23,1090.17,23630.2,139.052,0,-2.17826,1.00421,1.1187,16.1495,0.0880809,-6.68285,-0.0829369,2,49.911,3.69517
26.22,20.4128,120.012,32262.2,45899.8,32262.2,1281.16,49.9987,10,-150.398,50,10,-150,20.214,119.993,24222.7,23797.5,24222.7,-777.656,25.6648,17.5352,8.12963,11.5123,5.24183,6.27045,1487.24,436.734,-488.839,22112.9,8042.76,2056.12,1035.1,328.454,-94.9953,1090.17,1090.11,23619.8,139.052,0,-2.1653,1.00428,1.11878,16.1495,0.0881121,-6.68285,-0.0830559,2,49.9107,3.69496
26.23,20.4128,120.012,32262.3,45900.3,32262.3,1279.66,49.9987,10,-150.398,50,10,-150,20.2141,119.993,24226,23807.9,24226,-778.606,25.6699,17.536,8.13396,11.4064,5.24358,6.16283,1487.09,436.629,-480.318,22103.1,8039.58,2055.56,1035.03,328.45,-95.0207,1090.11,1090.05,23609.4,139.052,0,-2.15229,1.00435,1.11888,16.1495,0.0881435,-6.68285,-0.0831738,2,49.9103,3.69475
26.24,20.4128,120.012,32262.4,45900.8,32262.4,1278.15,49.9987,10,-150.398,50,10,-150,20.2142,119.993,24229.3,23818.2,24229.3,-779.557,25.6751,17.5367,8.13834,11.3001,5.2453,6.05484,1486.96,436.526,-471.78,22093.2,8036.39,2055.01,1034.97,328.446,-95.0455,1090.05,1089.99,23599.1,139.052,0,-2.13923,1.00442,1.11897,16.1495,0.0881752,-6.68285,-0.0832905,2,49.9099,3.69455
26.25,20.4128,120.012,32262.5,45901.3,32262.5,1276.65,49.9987,10,-150.398,50,10,-150,20.2143,119.993,24232.6,23828.6,24232.6,-780.507,25.6803,17.5375,8.14278,11.1935,5.24699,5.94649,1486.83,436.426,-463.223,22083.4,8033.21,2054.46,1034.91,328.441,-95.0698,1089.99,1089.93,23588.7,139.052,0,-2.1261,1.00448,1.11907,16.1495,0.0882071,-6.68285,-0.0834062,2,49.9095,3.69434
26.26,20.4128,120.012,32262.6,45901.8,32262.6,1275.14,49.9987,10,-150.398,50,10,-150,20.2144,119.993,24235.9,23838.9,24235.9,-781.458,25.6855,17.5382,8.14726,11.0864,5.24865,5.83777,1486.71,436.327,-454.65,22073.5,8030.02,2053.91,1034.84,328.436,-95.0936,1089.93,1089.87,23578.4,139.052,0,-2.11293,1.00453,1.11917,16.1495,0.0882393,-6.68285,-0.0835207,2,49.909,3.69414
26.27,20.4128,120.012,32262.7,45902.3,32262.7,1273.64,49.9987,10,-150.398,50,10,-150,20.2145,119.993,24239.1,23849.3,24239.1,-782.409,25.6908,17.539,8.1518,10.979,5.25028,5.72869,1486.6,436.231,-446.059,22063.7,8026.84,2053.35,1034.78,328.432,-95.1168,1089.87,1089.81,23568,139.052,0,-2.09969,1.00458,1.11928,16.1495,0.0882717,-6.68285,-0.0836342,2,49.9086,3.69393
26.28,20.4128,120.012,32262.8,45902.8,32262.8,1272.14,49.9987,10,-150.398,50,10,-150,20.2146,119.992,24242.4,23859.6,24242.4,-783.361,25.6961,17.5397,8.15639,10.8711,5.25188,5.61924,1486.5,436.136,-437.45,22053.8,8023.66,2052.8,1034.71,328.427,-95.1394,1089.81,1089.75,23557.7,139.052,0,-2.0864,1.00463,1.11939,16.1495,0.0883043,-6.68285,-0.0837465,2,49.9082,3.69373
26.29,20.4128,120.012,32262.9,45903.3,32262.9,1270.63,49.9987,10,-150.398,50,10,-150,20.2147,119.992,24245.7,23870,24245.7,-784.312,25.7015,17.5405,8.16103,10.7629,5.25344,5.50944,1486.4,436.044,-428.825,22044,8020.47,2052.25,1034.65,328.423,-95.1615,1089.75,1089.68,23547.3,139.052,0,-2.07306,1.00467,1.11951,16.1495,0.0883371,-6.68285,-0.0838577,2,49.9078,3.69352
26.3,20.4128,120.012,32263,45903.8,32263,1269.13,49.9987,10,-150.398,50,10,-150,20.2148,119.992,24249,23880.3,24249,-785.264,25.707,17.5412,8.16572,10.6543,5.25498,5.39927,1486.32,435.954,-420.182,22034.1,8017.29,2051.7,1034.58,328.418,-95.183,1089.68,1089.62,23537,139.052,0,-2.05966,1.00471,1.11963,16.1495,0.0883702,-6.68285,-0.0839678,2,49.9073,3.69332
26.31,20.4128,120.012,32263.1,45904.3,32263.1,1267.62,49.9987,10,-150.398,50,10,-150,20.2149,119.992,24252.3,23890.7,24252.3,-786.216,25.7125,17.542,8.17046,10.5452,5.25649,5.28874,1486.24,435.866,-411.523,22024.3,8014.1,2051.15,1034.52,328.413,-95.2039,1089.62,1089.56,23526.6,139.052,0,-2.0462,1.00475,1.11975,16.1495,0.0884034,-6.68285,-0.0840768,2,49.9069,3.69311
26.32,20.4128,120.012,32263.2,45904.8,32263.2,1266.12,49.9987,10,-150.398,50,10,-150,20.2149,119.992,24255.6,23901,24255.6,-787.168,25.718,17.5427,8.17526,10.4358,5.25796,5.17786,1486.18,435.779,-402.847,22014.4,8010.92,2050.6,1034.45,328.408,-95.2243,1089.56,1089.5,23516.3,139.052,0,-2.0327,1.00478,1.11987,16.1495,0.0884369,-6.68285,-0.0841846,2,49.9065,3.6929
26.33,20.4128,120.012,32263.3,45905.3,32263.3,1264.62,49.9987,10,-150.398,50,10,-150,20.215,119.992,24258.8,23911.4,24258.8,-788.121,25.7236,17.5435,8.1801,10.326,5.25941,5.06662,1486.12,435.695,-394.155,22004.6,8007.73,2050.05,1034.39,328.403,-95.2441,1089.5,1089.44,23505.9,139.052,0,-2.01913,1.00481,1.12,16.1495,0.0884707,-6.68285,-0.0842913,2,49.906,3.6927
26.34,20.4128,120.012,32263.4,45905.8,32263.4,1263.11,49.9987,10,-150.398,50,10,-150,20.2151,119.992,24262.1,23921.7,24262.1,-789.074,25.7292,17.5442,8.18499,10.2158,5.26082,4.95501,1486.07,435.613,-385.445,21994.8,8004.55,2049.49,1034.33,328.398,-95.2634,1089.44,1089.38,23495.6,139.052,0,-2.00551,1.00483,1.12014,16.1495,0.0885046,-6.68285,-0.0843968,2,49.9055,3.69249
26.35,20.4128,120.012,32263.5,45906.3,32263.5,1261.61,49.9987,10,-150.398,50,10,-150,20.2152,119.992,24265.4,23932.1,24265.4,-790.026,25.7349,17.545,8.18994,10.1053,5.2622,4.84306,1486.03,435.533,-376.72,21984.9,8001.37,2048.94,1034.26,328.394,-95.282,1089.38,1089.32,23485.2,139.052,0,-1.99184,1.00486,1.12028,16.1495,0.0885387,-6.68285,-0.0845013,2,49.9051,3.69229
26.36,20.4129,120.012,32263.6,45906.8,32263.6,1260.1,49.9987,10,-150.398,50,10,-150,20.2153,119.992,24268.7,23942.4,24268.7,-790.979,25.7406,17.5457,8.19493,9.9943,5.26355,4.73075,1486,435.455,-367.978,21975.1,7998.18,2048.39,1034.2,328.389,-95.3002,1089.32,1089.26,23474.9,139.052,0,-1.97812,1.00488,1.12042,16.1495,0.0885731,-6.68285,-0.0846045,2,49.9046,3.69208
26.37,20.4129,120.012,32263.7,45907.3,32263.7,1258.6,49.9987,10,-150.398,50,10,-150,20.2154,119.992,24272,23952.7,24272,-791.933,25.7464,17.5464,8.19997,9.88295,5.26487,4.61808,1485.98,435.379,-359.22,21965.2,7995,2047.84,1034.13,328.384,-95.3177,1089.26,1089.2,23464.5,139.052,0,-1.96434,1.00489,1.12056,16.1495,0.0886077,-6.68285,-0.0847066,2,49.9041,3.69188
26.38,20.4129,120.012,32263.8,45907.8,32263.8,1257.1,49.9987,10,-150.398,50,10,-150,20.2155,119.992,24275.3,23963.1,24275.3,-792.886,25.7522,17.5472,8.20507,9.77122,5.26616,4.50506,1485.96,435.305,-350.445,21955.4,7991.82,2047.29,1034.07,328.379,-95.3347,1089.2,1089.14,23454.2,139.052,0,-1.95051,1.0049,1.12071,16.1495,0.0886424,-6.68285,-0.0848075,2,49.9037,3.69167
26.39,20.4129,120.012,32263.9,45908.3,32263.9,1255.59,49.9987,10,-150.398,50,10,-150,20.2156,119.992,24278.6,23973.4,24278.6,-793.839,25.7581,17.5479,8.21021,9.6591,5.26742,4.39169,1485.96,435.233,-341.655,21945.5,7988.63,2046.74,1034.01,328.374,-95.3511,1089.14,1089.08,23443.9,139.052,0,-1.93663,1.00491,1.12086,16.1495,0.0886774,-6.68285,-0.0849073,2,49.9032,3.69147
26.4,20.4129,120.012,32264,45908.8,32264,1254.09,49.9987,10,-150.398,50,10,-150,20.2157,119.992,24281.8,23983.8,24281.8,-794.793,25.764,17.5486,8.2154,9.54661,5.26864,4.27797,1485.96,435.163,-332.849,21935.7,7985.45,2046.19,1033.94,328.368,-95.367,1089.08,1089.02,23433.5,139.052,0,-1.92269,1.00492,1.12101,16.1495,0.0887125,-6.68285,-0.0850059,2,49.9027,3.69126
26.41,20.4129,120.012,32264.1,45909.3,32264.1,1252.59,49.9987,10,-150.398,50,10,-150,20.2158,119.992,24285.1,23994.1,24285.1,-795.747,25.77,17.5494,8.22064,9.43373,5.26984,4.16389,1485.97,435.094,-324.027,21925.9,7982.26,2045.65,1033.88,328.363,-95.3822,1089.02,1088.96,23423.2,139.052,0,-1.9087,1.00493,1.12117,16.1495,0.0887479,-6.68285,-0.0851034,2,49.9022,3.69105
26.42,20.4129,120.012,32264.2,45909.8,32264.2,1251.08,49.9987,10,-150.398,50,10,-150,20.2159,119.992,24288.4,24004.4,24288.4,-796.701,25.776,17.5501,8.22593,9.32047,5.271,4.04947,1485.99,435.028,-315.19,21916,7979.08,2045.1,1033.82,328.358,-95.3969,1088.96,1088.9,23412.8,139.052,0,-1.89466,1.00493,1.12133,16.1495,0.0887835,-6.68285,-0.0851996,2,49.9017,3.69085
26.43,20.4129,120.012,32264.3,45910.3,32264.3,1249.58,49.9987,10,-150.398,50,10,-150,20.216,119.992,24291.7,24014.8,24291.7,-797.655,25.7821,17.5508,8.23126,9.20683,5.27213,3.9347,1486.01,434.964,-306.337,21906.2,7975.9,2044.55,1033.75,328.353,-95.4111,1088.9,1088.83,23402.5,139.052,0,-1.88057,1.00493,1.12149,16.1495,0.0888192,-6.68285,-0.0852947,2,49.9012,3.69064
